session_id,x,sequence_codes
4873,6,25A3BB
4874,3,A3A
4875,3,B1B
4876,3,699
4877,3,080
4878,4,4924
4879,8,603B7455
4880,2,99
4881,7,91370B9
4882,3,313
4883,5,0A717
4884,4,03A0
4885,4,3B93
4886,7,0A38543
4887,5,61B7B
4888,5,B9539
4889,8,54067A30
4890,7,9780644
4891,2,22
4892,4,51A5
4893,2,33
4894,4,9656
4895,5,405A4
4896,8,732AB407
4897,3,0AA
4898,8,172A80BA
4899,6,7A6B5B
4900,3,B00
4901,3,966
4902,3,828
4903,6,B80950
4904,7,8501620
4905,5,21696
4906,6,A1246A
4907,7,A123741
4908,6,7A8957
4909,6,1937A3
4910,5,0B3A3
4911,5,20742
4912,2,88
4913,6,789B07
4914,7,BA04320
4915,4,B31B
4916,3,522
4917,7,40895A5
4918,4,3173
4919,5,8B05B
4920,5,6B800
4921,2,BB
4922,5,02939
4923,5,605B0
4924,7,5A9B765
4925,3,633
4926,3,2AA
4927,9,603287B52
4928,5,15BAA
4929,7,7B28937
4930,3,A55
4931,6,4159A4
4932,6,316B88
4933,5,93855
4934,8,A201738A
4935,6,279B62
4936,4,8358
4937,4,3577
4938,4,0899
4939,5,965A5
4940,5,14504
4941,8,0A9B8519
4942,2,33
4943,8,2B819362
4944,4,1321
4945,6,4B63AA
4946,6,693A19
4947,5,79317
4948,4,A96A
4949,6,B90343
4950,5,03959
4951,4,26AA
4952,7,79A6349
4953,2,22
4954,3,799
4955,4,9059
4956,3,622
4957,3,766
4958,4,A84A
4959,3,858
4960,2,11
4961,6,042B70
4962,4,7844
4963,7,2B9A38A
4964,3,181
4965,6,698736
4966,4,6242
4967,3,499
4968,3,644
4969,3,828
4970,2,AA
4971,3,6A6
4972,2,55
4973,5,97BAB
4974,5,59415
4975,4,1322
4976,2,55
4977,3,6A6
4978,2,AA
4979,5,2B050
4980,5,90289
4981,4,A696
4982,4,6717
4983,6,241696
4984,4,0B22
4985,2,55
4986,8,5189B07B
4987,6,926186
4988,8,297A614A
4989,4,16A1
4990,4,3BA3
4991,5,5A76A
4992,7,6745122
4993,4,B755
4994,5,56796
4995,3,B33
4996,5,84514
4997,7,35897A3
4998,3,707
4999,2,66
5000,7,34821BB
5001,4,6505
5002,9,5293B470B
5003,4,B18B
5004,2,00
5005,7,548B277
5006,7,2781454
5007,7,51690B1
5008,4,0577
5009,5,19759
5010,2,22
5011,6,748134
5012,5,81BA1
5013,4,1B55
5014,4,B60B
5015,3,077
5016,5,B4824
5017,2,66
5018,3,7B7
5019,7,7495B05
5020,4,58A5
5021,10,AB0218356B
5022,7,1086A26
5023,8,4896B756
5024,3,011
5025,6,A6385A
5026,5,A1565
5027,3,B4B
5028,7,867B45B
5029,4,5145
5030,5,53973
5031,6,8A14B8
5032,7,BA0264A
5033,4,8278
5034,5,561A1
5035,4,4374
5036,6,3B2500
5037,3,488
5038,3,411
5039,4,3899
5040,2,77
5041,4,9A19
5042,6,640959
5043,6,512902
5044,8,439A70B4
5045,7,62A4702
5046,4,72A2
5047,2,77
5048,5,17291
5049,4,4911
5050,3,533
5051,5,B9515
5052,7,3AB240B
5053,6,621A0A
5054,2,44
5055,4,A166
5056,4,B41B
5057,4,8565
5058,7,BA97029
5059,4,6488
5060,11,184023B9A5A
5061,6,A16391
5062,5,AB78B
5063,4,A088
5064,6,A51424
5065,2,99
5066,6,B12688
5067,7,3592849
5068,6,15AB4A
5069,3,411
5070,5,956A6
5071,5,431A1
5072,9,179B26A33
5073,8,79648239
5074,8,047638A0
5075,3,1BB
5076,8,52174BA1
5077,8,27850166
5078,5,14696
5079,4,5838
5080,6,459363
5081,4,69A6
5082,3,A66
5083,6,3B1466
5084,9,8B6204792
5085,8,A83014B4
5086,6,438678
5087,4,1949
5088,7,6A80B16
5089,8,97B084A0
5090,5,63588
5091,7,3126071
5092,5,50870
5093,9,B3108256B
5094,6,125343
5095,6,B5309B
5096,3,717
5097,7,64B12AB
5098,3,066
5099,5,76416
5100,10,19A5302464
5101,3,2B2
5102,5,A3141
5103,4,9249
5104,4,3B99
5105,3,4BB
5106,5,42B33
5107,6,5874A5
5108,2,66
5109,4,1949
5110,5,07633
5111,2,11
5112,8,3492B062
5113,5,527A2
5114,5,31255
5115,6,BA3855
5116,6,364A16
5117,10,792150B86B
5118,6,607340
5119,3,858
5120,9,4AB69103A
5121,5,03488
5122,8,4B026833
5123,8,93850613
5124,7,6398256
5125,5,B2677
5126,6,723988
5127,6,968505
5128,5,52966
5129,4,4565
5130,3,9AA
5131,6,806AB0
5132,7,6470AB6
5133,3,6BB
5134,2,88
5135,5,36808
5136,5,45A95
5137,6,425684
5138,6,4091B9
5139,6,364A2A
5140,5,0A6BB
5141,5,045AA
5142,3,8B8
5143,3,040
5144,7,316A909
5145,4,6546
5146,7,61B4026
5147,6,31A848
5148,4,19B1
5149,7,481B678
5150,7,A15679A
5151,6,A5B345
5152,8,419263B2
5153,4,0939
5154,3,700
5155,3,494
5156,3,232
5157,5,8A599
5158,2,BB
5159,5,B8198
5160,6,524B82
5161,4,3755
5162,6,B95688
5163,5,23A77
5164,3,766
5165,4,8700
5166,3,055
5167,6,BA547B
5168,5,06A1A
5169,6,043B14
5170,4,9818
5171,6,658A98
5172,4,0210
5173,5,9A677
5174,4,4A04
5175,6,4A3094
5176,3,099
5177,3,044
5178,4,7597
5179,6,A34193
5180,6,A85025
5181,3,303
5182,2,99
5183,6,2568BB
5184,4,4700
5185,4,B2A2
5186,4,4766
5187,3,2AA
5188,8,2B96A355
5189,6,B5A181
5190,4,9818
5191,2,44
5192,3,311
5193,7,0A63870
5194,4,B74B
5195,4,8244
5196,6,647955
5197,4,24A4
5198,5,91242
5199,7,2A9B011
5200,5,81021
5201,7,04B1320
5202,6,5792B5
5203,5,B4299
5204,4,3262
5205,7,0185626
5206,4,B040
5207,2,77
5208,10,4736209BA6
5209,3,232
5210,3,066
5211,4,A47A
5212,3,494
5213,4,6311
5214,5,362B3
5215,5,A7257
5216,6,A76131
5217,4,62AA
5218,4,42AA
5219,3,411
5220,3,212
5221,9,952874300
5222,3,2BB
5223,4,7355
5224,7,09A1731
5225,4,BA55
5226,4,7B1B
5227,9,4653BA806
5228,3,434
5229,3,544
5230,4,3055
5231,6,B1A488
5232,4,2B32
5233,3,949
5234,2,00
5235,7,3125975
5236,8,4B12563B
5237,5,89633
5238,4,1A3A
5239,5,34673
5240,8,04A89366
5241,2,22
5242,2,AA
5243,4,2900
5244,7,6A03523
5245,6,A517BA
5246,3,505
5247,4,8033
5248,5,42866
5249,6,12A76A
5250,4,9B69
5251,7,A6483B8
5252,8,96742A52
5253,9,751BA689A
5254,3,A0A
5255,9,A641B2701
5256,3,0BB
5257,8,64582092
5258,3,1BB
5259,8,1B952A32
5260,4,9866
5261,4,6836
5262,6,053A65
5263,3,3B3
5264,4,93A9
5265,8,89273459
5266,3,B44
5267,6,92A37A
5268,2,55
5269,5,96146
5270,2,77
5271,2,55
5272,3,944
5273,8,89354B2B
5274,5,25095
5275,2,44
5276,3,828
5277,6,7018AA
5278,5,A7B0B
5279,6,309171
5280,10,42159AB369
5281,3,8AA
5282,4,B0AA
5283,7,B9A1737
5284,8,257B1866
5285,3,077
5286,3,989
5287,5,16040
5288,3,030
5289,6,98B31B
5290,4,1707
5291,3,877
5292,3,211
5293,3,822
5294,6,9308A8
5295,7,AB6529A
5296,6,62B102
5297,3,434
5298,4,9404
5299,7,7A54364
5300,3,066
5301,7,639B473
5302,4,0292
5303,4,4011
5304,10,0935264A75
5305,3,799
5306,6,207517
5307,6,50A484
5308,6,48B314
5309,3,484
5310,5,08578
5311,3,8B8
5312,5,43A54
5313,2,00
5314,7,B42A932
5315,2,44
5316,5,B81AA
5317,3,B77
5318,3,040
5319,3,433
5320,4,5737
5321,7,07984A8
5322,6,6B2911
5323,7,328B944
5324,7,392B5A5
5325,9,20BA43560
5326,7,B943109
5327,5,60146
5328,4,4323
5329,8,01594329
5330,9,658A09B4B
5331,3,B22
5332,7,96173B3
5333,3,484
5334,3,060
5335,2,AA
5336,6,274A0A
5337,4,4364
5338,5,540BB
5339,6,B9356B
5340,7,5A82312
5341,3,533
5342,5,673B3
5343,5,A1575
5344,7,976A122
5345,4,3783
5346,2,99
5347,4,A575
5348,4,3743
5349,6,B217A2
5350,7,B041894
5351,3,733
5352,5,01BAA
5353,4,3A63
5354,6,069155
5355,8,1B854075
5356,6,603493
5357,3,011
5358,4,5635
5359,4,1822
5360,4,6080
5361,6,BA375A
5362,5,48199
5363,4,4511
5364,5,42502
5365,6,B1679B
5366,6,A59305
5367,6,25B393
5368,7,32164B6
5369,4,1606
5370,7,29471A7
5371,4,8348
5372,7,05A9745
5373,3,686
5374,6,93A50A
5375,6,A4967A
5376,2,77
5377,4,65A5
5378,2,BB
5379,7,A928079
5380,4,2942
5381,3,616
5382,5,41252
5383,7,395A789
5384,2,AA
5385,6,2B974B
5386,9,4B7263A14
5387,8,908A6545
5388,6,A2B07B
5389,6,8A6928
5390,5,835B8
5391,4,9539
5392,5,9BA8A
5393,5,30177
5394,9,B75180238
5395,4,9424
5396,3,303
5397,8,719B520B
5398,5,804B0
5399,6,971027
5400,6,B8210B
5401,3,422
5402,3,959
5403,4,5B85
5404,8,2A47185A
5405,3,433
5406,3,7B7
5407,8,16A47B57
5408,5,14755
5409,6,620545
5410,5,25B99
5411,5,19707
5412,8,152A0393
5413,4,4255
5414,6,159785
5415,5,2A400
5416,7,704B899
5417,6,329853
5418,2,99
5419,6,39B82B
5420,5,4B5A5
5421,3,2B2
5422,6,149309
5423,6,812933
5424,4,3400
5425,6,912B71
5426,2,00
5427,3,B77
5428,10,B456301821
5429,3,868
5430,4,6B00
5431,5,74857
5432,5,072BB
5433,4,1A71
5434,8,546B9A15
5435,3,B77
5436,8,3584B929
5437,9,864327909
5438,5,B681B
5439,6,61B57B
5440,4,B727
5441,3,944
5442,6,386926
5443,5,58268
5444,4,1751
5445,4,0390
5446,6,287909
5447,8,12695809
5448,7,B8275A7
5449,6,197539
5450,4,8408
5451,7,5A76947
5452,4,7696
5453,6,B59715
5454,4,0181
5455,6,A2016A
5456,2,11
5457,3,424
5458,7,A1368B6
5459,6,0945BB
5460,3,636
5461,9,067B493A0
5462,3,A0A
5463,4,B30B
5464,3,A77
5465,2,11
5466,4,B383
5467,2,BB
5468,3,6B6
5469,7,8763493
5470,5,19878
5471,4,6454
5472,6,B21691
5473,2,99
5474,3,199
5475,5,30A40
5476,5,A2372
5477,7,20835AA
5478,3,4B4
5479,6,4B06AA
5480,4,4534
5481,3,404
5482,4,1636
5483,4,3123
5484,3,4BB
5485,5,4B8AA
5486,4,A232
5487,3,A5A
5488,2,33
5489,6,A6275A
5490,6,743B27
5491,7,A7B436A
5492,6,031A90
5493,6,027868
5494,4,5404
5495,3,141
5496,3,A6A
5497,2,88
5498,4,B699
5499,4,3699
5500,10,85042A7130
5501,3,313
5502,6,1B7969
5503,4,6244
5504,7,A86B42B
5505,3,252
5506,7,6873A07
5507,6,754B66
5508,4,7907
5509,5,2A100
5510,4,6373
5511,4,3983
5512,5,BA655
5513,9,7018926AA
5514,9,149A583B9
5515,6,8B4234
5516,5,25675
5517,8,05387427
5518,6,6A827A
5519,4,4696
5520,6,8560A6
5521,8,9AB71255
5522,6,2A6744
5523,6,792019
5524,9,6132490B1
5525,6,8136A6
5526,2,55
5527,6,A13B00
5528,6,079480
5529,2,00
5530,5,12B01
5531,6,A85325
5532,3,766
5533,6,958B19
5534,7,4506AB5
5535,5,5B722
5536,4,8313
5537,5,62A3A
5538,5,39A19
5539,6,714696
5540,3,366
5541,3,A3A
5542,4,9719
5543,7,2B35080
5544,4,9869
5545,9,210783969
5546,6,918737
5547,6,B86455
5548,8,2056A91A
5549,5,174B7
5550,5,650B6
5551,5,62316
5552,6,246909
5553,6,36A106
5554,6,839428
5555,2,11
5556,5,AB171
5557,5,B1781
5558,3,898
5559,6,23A646
5560,10,635029A7BB
5561,7,3789523
5562,4,8944
5563,6,50A670
5564,7,5B837A3
5565,4,A355
5566,5,85235
5567,2,AA
5568,5,3AB23
5569,3,588
5570,5,08B99
5571,4,3494
5572,6,1A740A
5573,8,3420A854
5574,5,A3822
5575,3,344
5576,3,266
5577,3,BAB
5578,3,454
5579,4,7B4B
5580,2,88
5581,6,489A69
5582,7,2BA3477
5583,9,6A529B17A
5584,3,B22
5585,2,AA
5586,7,A72605A
5587,8,1B736292
5588,3,288
5589,2,33
5590,4,1626
5591,5,841B8
5592,4,01AA
5593,3,A99
5594,2,99
5595,5,34011
5596,2,11
5597,5,64794
5598,7,9263818
5599,5,492BB
5600,5,58B2B
5601,7,10B5A60
5602,5,B71A7
5603,9,59B184A35
5604,5,28792
5605,3,6B6
5606,4,0140
5607,4,69A6
5608,6,405A10
5609,4,7252
5610,5,583B3
5611,5,83676
5612,2,11
5613,2,88
5614,4,2192
5615,3,747
5616,4,8161
5617,2,77
5618,6,170626
5619,3,262
5620,4,5875
5621,4,8077
5622,6,2A5942
5623,2,00
5624,3,1BB
5625,7,10983A1
5626,4,6A33
5627,4,42B2
5628,2,88
5629,7,A619541
5630,7,7892042
5631,6,40A69A
5632,2,55
5633,7,927AB88
5634,4,BA88
5635,3,911
5636,7,038B944
5637,6,021393
5638,3,B5B
5639,6,805499
5640,3,848
5641,6,8A3011
5642,6,56B133
5643,7,63840B3
5644,10,84A3956204
5645,6,4B1255
5646,6,0873A8
5647,8,71A98261
5648,6,A75B35
5649,8,43250B73
5650,4,5767
5651,3,B44
5652,4,37B7
5653,2,55
5654,5,23812
5655,6,B73A1A
5656,5,16451
5657,5,630A6
5658,7,2A74362
5659,4,4ABB
5660,5,4B090
5661,4,0161
5662,6,24B172
5663,6,532842
5664,4,97B7
5665,8,A491B674
5666,8,408539A0
5667,6,5A0680
5668,8,879A23B9
5669,7,905A288
5670,7,09A85B0
5671,5,36955
5672,3,434
5673,4,0373
5674,6,8723B2
5675,6,031B80
5676,4,A272
5677,5,61736
5678,5,27937
5679,5,08450
5680,8,81A09241
5681,4,0262
5682,7,6047834
5683,2,BB
5684,6,A91500
5685,5,835B3
5686,4,34B3
5687,3,272
5688,4,9070
5689,6,618933
5690,3,011
5691,4,A51A
5692,6,9628BB
5693,6,019646
5694,4,A797
5695,5,86016
5696,5,04989
5697,3,B7B
5698,4,4584
5699,7,9315077
5700,5,84060
5701,3,7AA
5702,6,934525
5703,4,4377
5704,4,3455
5705,4,23A3
5706,4,2152
5707,3,633
5708,3,7AA
5709,5,A5626
5710,3,066
5711,7,56A8177
5712,3,232
5713,7,0695A88
5714,4,0644
5715,5,89479
5716,7,76540A0
5717,5,7B917
5718,3,727
5719,8,98765138
5720,6,143A83
5721,3,050
5722,4,79BB
5723,6,7A8454
5724,4,7622
5725,4,A67A
5726,4,A515
5727,6,468A74
5728,5,489A8
5729,7,53986BB
5730,2,22
5731,6,29A639
5732,4,7515
5733,4,32B2
5734,6,59A24A
5735,4,9188
5736,3,575
5737,4,0787
5738,7,6B542A4
5739,5,A0390
5740,3,099
5741,4,A141
5742,3,5B5
5743,8,86731201
5744,6,13AB8B
5745,4,4604
5746,2,00
5747,4,32B3
5748,6,AB0616
5749,3,077
5750,4,0A55
5751,4,3B66
5752,6,06A211
5753,4,64A4
5754,4,3B93
5755,5,38478
5756,3,A11
5757,4,2402
5758,4,0599
5759,5,97649
5760,8,19B4A80B
5761,6,963B06
5762,9,905381728
5763,5,87466
5764,8,104B5394
5765,5,82758
5766,4,14AA
5767,7,0A31753
5768,4,B494
5769,8,A4B31074
5770,9,719354080
5771,4,96A6
5772,5,89B68
5773,2,88
5774,2,33
5775,6,786546
5776,4,1241
5777,3,A3A
5778,8,47362097
5779,5,31080
5780,3,B0B
5781,6,980B6B
5782,6,54A3B3
5783,7,2069181
5784,5,492B4
5785,11,48A190B5378
5786,5,0B656
5787,9,B570A6346
5788,5,854AA
5789,3,101
5790,7,214A301
5791,10,B4026A7599
5792,3,0BB
5793,2,22
5794,4,3977
5795,3,B44
5796,4,6292
5797,3,414
5798,7,1748264
5799,7,8B05328
5800,6,873948
5801,8,0BA59165
5802,4,57BB
5803,3,3A3
5804,3,414
5805,5,61B31
5806,3,303
5807,2,55
5808,3,5AA
5809,8,50389766
5810,7,8259319
5811,7,8A62506
5812,7,0549AB5
5813,3,A4A
5814,3,B99
5815,5,B1838
5816,5,67A07
5817,7,9081730
5818,4,A36A
5819,5,43614
5820,5,73BA7
5821,6,534295
5822,7,2591475
5823,4,A022
5824,2,11
5825,7,09A5878
5826,6,965311
5827,2,44
5828,4,B811
5829,4,A08A
5830,5,A3083
5831,6,28A01A
5832,5,50311
5833,5,B3493
5834,4,0A22
5835,6,496522
5836,4,05AA
5837,7,46B7A17
5838,3,A44
5839,4,2404
5840,6,3704B3
5841,2,66
5842,9,70352B460
5843,6,859677
5844,3,9AA
5845,6,5603AA
5846,5,15696
5847,3,099
5848,5,543A4
5849,6,45B26B
5850,6,041931
5851,4,4922
5852,3,323
5853,4,8757
5854,4,6939
5855,5,B1451
5856,9,07382B644
5857,6,2A9585
5858,3,151
5859,3,8A8
5860,6,916533
5861,4,6733
5862,4,4633
5863,4,6044
5864,4,B322
5865,5,6AB26
5866,4,0737
5867,5,50620
5868,6,7238B8
5869,4,5676
5870,8,B5032A40
5871,7,5B8A939
5872,8,259B71AB
5873,6,754211
5874,9,75218A645
5875,2,BB
5876,4,B033
5877,5,472B2
5878,3,848
5879,4,2B42
5880,8,2714BA00
5881,4,7949
5882,2,88
5883,7,62B9050
5884,6,2B3199
5885,4,71AA
5886,2,11
5887,6,A8536A
5888,2,44
5889,9,9AB17846A
5890,5,5B717
5891,7,B982070
5892,8,20A7153A
5893,5,504A5
5894,10,B732965015
5895,10,21079856A5
5896,3,9A9
5897,7,68147BB
5898,3,500
5899,4,A40A
5900,6,456A00
5901,2,77
5902,8,524B1088
5903,5,5B2A5
5904,2,22
5905,5,A8B7A
5906,5,46B1B
5907,3,B0B
5908,5,87166
5909,8,946AB314
5910,6,2A4504
5911,4,04A4
5912,6,B31929
5913,6,486078
5914,6,093B73
5915,2,44
5916,4,2040
5917,3,A1A
5918,8,452180A5
5919,5,25365
5920,4,2502
5921,7,613B022
5922,6,A0598A
5923,6,B96488
5924,2,00
5925,7,712A497
5926,7,8459066
5927,4,3144
5928,3,322
5929,3,010
5930,3,1BB
5931,2,77
5932,8,936B7216
5933,4,1393
5934,6,731627
5935,5,8B3A8
5936,3,244
5937,7,8631B01
5938,6,5B4A77
5939,3,411
5940,7,653B483
5941,6,389B78
5942,3,757
5943,6,98B656
5944,4,4599
5945,6,8B5A00
5946,4,8377
5947,4,B35B
5948,9,0659B4814
5949,7,B065177
5950,4,8678
5951,6,A14034
5952,6,783900
5953,4,43B3
5954,9,A75B81393
5955,7,28946BB
5956,6,195A35
5957,4,0840
5958,3,939
5959,2,66
5960,4,9080
5961,4,2712
5962,4,39B3
5963,9,3170A4855
5964,2,AA
5965,4,98AA
5966,7,B0567A5
5967,6,87B467
5968,8,9A6503B6
5969,4,83B8
5970,11,AB097461587
5971,3,A55
5972,9,07183A6B1
5973,3,166
5974,4,4324
5975,8,6491A301
5976,10,67801A4537
5977,6,7031AA
5978,4,B878
5979,8,2748BA3A
5980,6,A7B933
5981,6,364B1B
5982,2,00
5983,8,13864923
5984,5,AB252
5985,7,6019340
5986,4,0240
5987,8,3B094864
5988,8,654B1291
5989,4,B90B
5990,4,3919
5991,4,9B3B
5992,4,57A7
5993,6,B25692
5994,4,94BB
5995,4,4818
5996,4,8138
5997,4,75A5
5998,2,44
5999,4,0488
6000,3,A6A
6001,3,686
6002,9,5B6028398
6003,3,733
6004,7,062A711
6005,6,B07250
6006,3,353
6007,3,077
6008,7,B067818
6009,7,0B32868
6010,3,022
6011,3,311
6012,3,7A7
6013,7,B630153
6014,5,47383
6015,5,31500
6016,10,60385A91B9
6017,7,A41607A
6018,8,A37B694A
6019,5,901A1
6020,2,55
6021,6,1A8648
6022,7,B0723A7
6023,3,A22
6024,5,579B7
6025,2,66
6026,3,B88
6027,7,7650B44
6028,8,94560A24
6029,4,2302
6030,11,B6A58324978
6031,4,67BB
6032,3,499
6033,3,404
6034,3,966
6035,4,3166
6036,6,584078
6037,6,297049
6038,6,684738
6039,7,A614858
6040,3,688
6041,7,3754911
6042,7,0B86A2A
6043,4,5925
6044,4,2082
6045,4,8508
6046,5,748AA
6047,5,64808
6048,5,90319
6049,8,328A4500
6050,5,A7656
6051,2,99
6052,6,1438A3
6053,5,56414
6054,3,707
6055,5,41901
6056,6,28B616
6057,3,788
6058,4,3255
6059,5,16B0B
6060,3,010
6061,2,11
6062,5,43104
6063,4,6131
6064,2,BB
6065,2,44
6066,4,6040
6067,6,587025
6068,7,02743BB
6069,8,A3269852
6070,9,067425B97
6071,2,66
6072,6,0A572A
6073,5,89464
6074,5,BA18B
6075,3,2BB
6076,7,658A138
6077,6,280B78
6078,5,06737
6079,7,7942604
6080,7,A8B9619
6081,8,A2016599
6082,4,A62A
6083,6,431A2A
6084,7,4B03750
6085,5,17A3A
6086,8,562A8101
6087,5,A8B22
6088,4,68B6
6089,5,34A8A
6090,4,47B7
6091,5,01430
6092,6,B09620
6093,6,21A672
6094,6,905B30
6095,7,0847611
6096,8,159A8464
6097,6,0B7630
6098,2,22
6099,2,88
6100,2,55
6101,5,B921B
6102,7,3618B44
6103,4,4166
6104,6,A01790
6105,9,61975AB27
6106,8,29A64016
6107,3,101
6108,6,A59633
6109,7,4853B64
6110,4,10A1
6111,4,5495
6112,2,99
6113,7,0AB769B
6114,5,52433
6115,6,927102
6116,5,34020
6117,2,22
6118,4,7257
6119,6,B2401B
6120,5,5B84B
6121,4,1931
6122,2,99
6123,7,1A64956
6124,6,431823
6125,6,B09858
6126,8,B534A185
6127,6,859235
6128,8,3A019729
6129,3,622
6130,9,6508A3498
6131,2,11
6132,7,0721A62
6133,5,503A0
6134,2,77
6135,4,A455
6136,6,8BA303
6137,3,077
6138,3,988
6139,4,A566
6140,5,425AA
6141,6,578B3B
6142,5,04565
6143,5,10290
6144,5,B4A9A
6145,4,B828
6146,6,180A44
6147,4,13BB
6148,6,683121
6149,5,6B585
6150,2,BB
6151,3,BAB
6152,5,9A722
6153,3,722
6154,3,044
6155,4,9519
6156,6,82B47B
6157,6,B59325
6158,5,02840
6159,5,23515
6160,4,4784
6161,4,6744
6162,5,13868
6163,3,A0A
6164,2,00
6165,8,79A653BA
6166,5,12631
6167,4,39BB
6168,5,B596B
6169,2,22
6170,3,599
6171,6,967343
6172,5,47807
6173,4,71AA
6174,2,22
6175,6,782155
6176,3,737
6177,7,827B34B
6178,3,484
6179,2,44
6180,5,A093A
6181,4,4377
6182,7,9605370
6183,3,233
6184,5,76327
6185,10,B579041631
6186,4,9689
6187,2,33
6188,4,2A8A
6189,7,9340A74
6190,4,8676
6191,6,765122
6192,4,4322
6193,6,517947
6194,6,3AB686
6195,6,0B24AA
6196,2,11
6197,5,74A24
6198,6,6B4050
6199,9,A54927313
6200,8,28A093B8
6201,8,31B84563
6202,6,360753
6203,3,5B5
6204,7,6985075
6205,2,11
6206,3,B4B
6207,4,24B4
6208,3,212
6209,5,28944
6210,6,456299
6211,5,8A218
6212,7,7A3501A
6213,4,2A52
6214,3,766
6215,5,23702
6216,3,766
6217,7,139B271
6218,4,7388
6219,4,9A33
6220,4,40BB
6221,3,B22
6222,3,494
6223,4,7ABB
6224,3,033
6225,3,4BB
6226,8,80673127
6227,8,84679A16
6228,4,AB22
6229,3,A6A
6230,6,A82732
6231,6,634070
6232,3,161
6233,2,55
6234,3,6BB
6235,4,9388
6236,5,23462
6237,7,21A869A
6238,6,028530
6239,6,A67B5B
6240,5,48202
6241,2,88
6242,7,3B2A15B
6243,4,6711
6244,7,150A365
6245,5,96044
6246,2,88
6247,8,32809649
6248,3,9A9
6249,6,12B040
6250,2,00
6251,4,4373
6252,2,11
6253,4,8948
6254,2,66
6255,3,599
6256,4,3616
6257,4,2792
6258,7,2654016
6259,3,488
6260,3,ABA
6261,3,699
6262,4,2B72
6263,3,899
6264,3,1A1
6265,6,6A3193
6266,4,0161
6267,7,3608B78
6268,4,6B76
6269,5,2A399
6270,6,025677
6271,5,9B101
6272,4,1828
6273,3,3BB
6274,5,BA34A
6275,8,23B56893
6276,2,AA
6277,4,49AA
6278,8,02A149B2
6279,5,70466
6280,6,5B2787
6281,3,3B3
6282,3,711
6283,4,9489
6284,4,9474
6285,3,828
6286,3,244
6287,8,64932102
6288,6,365A88
6289,3,644
6290,5,31091
6291,4,5696
6292,7,135AB99
6293,6,B98252
6294,8,496B1031
6295,4,A144
6296,5,6B722
6297,6,429084
6298,2,00
6299,4,5474
6300,2,44
6301,4,53B3
6302,3,388
6303,4,B484
6304,6,4A6806
6305,4,5815
6306,4,6077
6307,6,A413B3
6308,2,77
6309,4,8738
6310,6,605A80
6311,7,26041BB
6312,7,AB5910B
6313,3,050
6314,3,494
6315,7,2A6B488
6316,4,7617
6317,5,375AA
6318,6,051985
6319,3,711
6320,4,2577
6321,2,77
6322,3,288
6323,5,61B26
6324,5,46936
6325,3,099
6326,3,B88
6327,8,4812B764
6328,5,728B2
6329,8,45219766
6330,4,0966
6331,10,B8A3609516
6332,6,A53193
6333,3,B77
6334,3,344
6335,5,791A1
6336,6,5143A1
6337,2,99
6338,4,9289
6339,6,613575
6340,7,98204A4
6341,7,A39B454
6342,3,0A0
6343,6,A85922
6344,7,6758126
6345,5,29677
6346,2,AA
6347,3,533
6348,7,0A536B5
6349,6,306490
6350,4,3A1A
6351,5,50292
6352,6,67A3B7
6353,9,259A36475
6354,7,9A5237A
6355,3,515
6356,3,588
6357,6,0392A3
6358,2,33
6359,9,36A849518
6360,3,788
6361,8,4601A856
6362,5,764A4
6363,7,685B315
6364,3,755
6365,3,388
6366,7,14B9676
6367,6,2A7167
6368,5,74588
6369,6,2895B5
6370,7,6839B53
6371,7,7B62956
6372,4,9219
6373,8,619A30B0
6374,3,020
6375,7,A637122
6376,6,9A8478
6377,5,02BAB
6378,4,2832
6379,10,08B5163A99
6380,4,9166
6381,5,B2636
6382,3,B22
6383,4,8B38
6384,4,6356
6385,5,09323
6386,9,64581B9AA
6387,5,65895
6388,6,A1B53A
6389,2,55
6390,5,25A8A
6391,3,4B4
6392,4,5805
6393,7,53B8966
6394,3,A44
6395,7,29A7609
6396,4,1343
6397,5,32717
6398,3,585
6399,2,AA
6400,6,789422
6401,9,02B871697
6402,5,63707
6403,5,254A4
6404,6,4B5A7A
6405,5,31655
6406,4,4084
6407,6,523675
6408,4,0790
6409,5,1B989
6410,6,6A0B96
6411,3,A0A
6412,8,54A81734
6413,6,58B212
6414,5,2B1A2
6415,3,232
6416,2,11
6417,7,B207818
6418,5,95636
6419,5,06939
6420,5,A3523
6421,8,90584161
6422,5,0A690
6423,5,90A19
6424,7,439B703
6425,5,50B15
6426,6,3A1721
6427,3,6B6
6428,5,2B90B
6429,2,44
6430,8,B38452A3
6431,5,BA833
6432,3,A7A
6433,2,77
6434,4,9311
6435,8,210487BB
6436,6,47A957
6437,4,B600
6438,5,50490
6439,5,A895A
6440,7,B35A293
6441,2,99
6442,8,7B498069
6443,4,93A3
6444,6,89A279
6445,2,66
6446,5,20B88
6447,9,591042A60
6448,2,00
6449,5,0A24A
6450,5,382A8
6451,6,30A960
6452,7,38B9565
6453,7,4206788
6454,7,7381AB7
6455,5,72362
6456,3,677
6457,6,63B404
6458,6,B07537
6459,4,6080
6460,12,43A7586B0124
6461,7,5240182
6462,4,50B5
6463,5,8B707
6464,5,52848
6465,2,99
6466,4,4383
6467,5,51404
6468,3,455
6469,5,06988
6470,5,90411
6471,4,5100
6472,2,00
6473,5,05727
6474,3,686
